name,age,height_cm,weight_kg,nationality,club,overall,potential,value_eur,wage_eur,preferred_foot,international_reputation,weak_foot,skill_moves,body_type,release_clause_eur,team_position,team_jersey_number,joined,contract_valid_until,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,player_league,likes,dislikes,follows,comments,minutes_played_overall,goals_overall,clean_sheets_overall
Kevin Fickentscher,29,181,78,Switzerland,FC Sion,64,65,350000,5000,Right,1,3,1,Normal,534000.0,GK,18,01/07/2009,2019,,,,,,,61.0,59.0,57.0,71.0,50.0,65.0,20,13,11,13,12,14,15,12,16,19,46,54,52,59,25,24,66,43,33,12,28,22,13,50,13,48,9,12,19,61,59,57,65,71, Swiss Super League (1),0.0,0.0,0.0,"['3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",2970,0,6
Tommaso Berni,35,185,80,Italy,Inter,64,64,110000,5000,Right,1,2,1,Normal,187000.0,RES,46,05/07/2017,2019,,,,,,,64.0,60.0,59.0,66.0,29.0,64.0,11,15,10,28,13,8,14,13,27,15,29,29,37,59,35,16,43,26,43,16,25,13,10,28,20,58,3,12,12,64,60,59,64,66, Italian Serie A (1),3.0,0.0,14.0,"['hasnt started a game in 8 years and managed to get sent off', '89/95', 'Luckiest man on earth', ""Hasn't started a game since 2012, amazing!"", 'in the next life i want to be him', 'That marking downgrade had to happen, absolutely crucial', 'Omg hahaha you made my life truly all that much beautiful! Thank you! 😅😅😂😂😂', 'start this man over handanovic', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",0,0,0
Daniel Lopar,33,187,85,Switzerland,FC St. Gallen,64,64,230000,3000,Right,1,2,1,Normal,334000.0,SUB,1,01/08/2006,2019,,,,,,,65.0,63.0,60.0,60.0,40.0,63.0,11,15,15,29,19,14,17,15,28,22,42,38,44,63,48,13,58,31,56,15,32,19,16,12,21,54,15,11,13,65,63,60,63,60, Swiss Super League (1),1.0,0.0,0.0,['© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com'],232,0,1
Mark McNulty,37,185,74,Republic of Ireland,Cork City,64,64,30000,1000,Right,1,2,1,Normal,47000.0,GK,1,01/01/2003,2019,,,,,,,68.0,60.0,54.0,66.0,38.0,62.0,16,12,12,36,14,12,19,12,23,23,37,38,48,57,42,21,43,40,49,15,37,16,12,33,22,50,10,10,14,68,60,54,62,66, Rep. Ireland Airtricity League (1),0.0,0.0,1.0,['© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com'],1174,7,4
Thomas Gebauer,36,193,88,Austria,LASK Linz,64,64,60000,1000,Right,1,3,1,Normal,87000.0,SUB,36,04/07/2018,2021,,,,,,,63.0,65.0,61.0,60.0,51.0,66.0,15,8,14,23,14,13,14,15,24,23,49,52,41,63,52,22,71,39,71,15,37,22,9,12,22,66,25,20,21,63,65,61,66,60, Austrian Football Bundesliga (1),0.0,0.0,1.0,[],90,0,1
Maciej Gostomski,29,195,90,Poland,Cracovia,64,64,300000,1000,Right,1,3,1,Normal,405000.0,GK,88,01/07/2018,2021,,,,,,,64.0,60.0,55.0,68.0,36.0,64.0,20,15,17,30,20,17,19,20,35,13,38,34,53,62,40,21,60,24,61,14,32,18,15,33,17,56,21,19,18,64,60,55,64,68, Polish T-Mobile Ekstraklasa (1),2.0,0.0,4.0,"[""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",990,0,2
David Da Costa,32,187,79,Switzerland,FC Lugano,64,64,260000,2000,Left,1,2,1,Normal,377000.0,GK,1,01/07/2017,2020,,,,,,,63.0,63.0,58.0,62.0,42.0,62.0,15,14,13,35,13,15,14,15,32,23,45,40,62,65,40,23,68,21,49,14,34,25,14,43,23,51,23,10,19,63,63,58,62,62, Swiss Super League (1),0.0,0.0,0.0,[],1186,0,0
Yves De Winter,31,188,82,Belgium,Royal Antwerp FC,64,64,270000,2000,Right,1,2,1,Normal,405000.0,SUB,31,31/08/2018,2020,,,,,,,67.0,63.0,56.0,62.0,50.0,66.0,11,13,12,38,11,18,19,20,32,28,45,54,46,59,42,38,60,37,64,12,25,22,12,48,16,52,24,13,20,67,63,56,66,62, Belgian Jupiler Pro League (1),0.0,0.0,0.0,[],0,0,0
Matko Perdijić,36,195,94,Croatia,Zagłębie Sosnowiec,64,64,60000,1000,Right,1,2,1,Stocky,81000.0,SUB,23,01/07/2017,2019,,,,,,,66.0,64.0,62.0,63.0,41.0,65.0,17,11,20,33,11,11,15,14,32,24,42,41,52,55,32,20,68,38,61,16,30,26,13,18,27,54,25,18,17,66,64,62,65,63, Polish T-Mobile Ekstraklasa (1),0.0,0.0,0.0,[],97,0,0
Dennis Telgenkamp,31,192,103,Netherlands,FC Emmen,64,64,270000,1000,Right,1,2,1,Stocky,392000.0,SUB,26,13/07/2015,2019,,,,,,,68.0,63.0,60.0,65.0,33.0,62.0,15,11,11,22,11,11,17,17,25,22,34,33,39,50,32,15,42,29,75,11,18,10,11,31,20,50,11,11,11,68,63,60,62,65, Holland Eredivisie (1),0.0,0.0,0.0,[],14,0,1
Benjamin Bellot,27,185,82,Germany,Brøndby IF,64,64,300000,4000,Right,1,3,1,Lean,390000.0,SUB,16,01/07/2017,2019,,,,,,,64.0,61.0,68.0,66.0,43.0,59.0,17,9,18,36,10,18,17,17,37,25,44,43,49,66,52,20,69,29,62,10,21,21,16,43,24,46,22,16,14,64,61,68,59,66, Danish Superliga (1),0.0,0.0,0.0,"['Rumoured to sign for Brøndby IF in a couple of days.', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",72,0,0
Utku Yuvakuran,20,192,81,Turkey,Beşiktaş JK,63,79,675000,4000,Right,1,3,1,Lean,1700000.0,SUB,97,15/07/2016,2021,,,,,,,64.0,60.0,59.0,64.0,35.0,60.0,11,8,12,33,5,7,12,13,34,16,36,35,48,61,27,20,46,17,68,7,24,9,7,32,13,38,22,12,13,64,60,59,60,64, Turkish Süper Lig (1),2.0,0.0,39.0,"['67/80', '', 'GK Diving 66', '', 'GK Handling 64', '', 'GK Kicking 64', '', 'GK Positioning 64', '', 'GK Reflexe 67', 'Jumping 60', 'Strength 71', 'Reactions 68', 'Agility 67', '', 'Long Passing 50', 'Short Passing 50', 'Aggression 45', ""Eminim ki Tolga'dan iyidir bu haliyle bile..""]",90,0,0
Alejandro Domínguez Romero,19,187,80,Spain,Deportivo Alavés,63,77,650000,1000,Right,1,2,1,Lean,1800000.0,RES,25,10/07/2018,2021,,,,,,,60.0,61.0,63.0,64.0,43.0,59.0,24,7,10,47,8,15,12,31,31,35,39,47,56,66,45,36,51,36,41,18,17,12,7,38,13,43,11,21,10,60,61,63,59,64, Spain Primera Division (1),0.0,0.0,2.0,"[""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",0,0,0
Jokin Ezkieta Mendiburu,21,193,78,Spain,FC Barcelona,63,75,525000,10000,Right,1,3,1,Lean,1200000.0,RES,31,01/07/2015,2019,,,,,,,65.0,58.0,59.0,64.0,45.0,59.0,16,12,17,28,15,17,16,19,27,19,41,49,36,63,45,26,57,41,64,14,25,20,15,30,24,33,13,17,15,65,58+1,59,59+1,64, Spain Primera Division (1),3.0,0.0,8.0,"['65/85', '65/76', 'Seems to have joined Barca B, joins in January 2016 according to MD.', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",0,0,0
Carlos Miguel Coronel,21,192,88,Brazil,FC Red Bull Salzburg,63,75,525000,3000,Right,1,3,1,Normal,893000.0,SUB,31,23/01/2017,2021,,,,,,,69.0,59.0,64.0,62.0,27.0,66.0,10,8,12,20,6,5,10,10,21,17,28,27,28,49,34,26,34,25,70,8,18,21,5,38,11,36,20,10,14,69,59,64,66,62, Austrian Football Bundesliga (1),0.0,0.0,7.0,"['Alisson, is that you?', 'Fatter alisson', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",0,0,0
Edvinas Gertmonas,22,192,92,Lithuania,Stade Rennais FC,63,74,500000,4000,Right,1,3,1,Normal,1100000.0,SUB,30,01/01/2015,2019,,,,,,,67.0,57.0,56.0,71.0,51.0,57.0,12,17,18,29,17,15,14,14,27,23,49,53,34,55,48,19,59,36,80,17,23,22,20,14,23,48,14,13,21,67,57,56,57,71, French Ligue 1 (1),2.0,0.0,21.0,"['Glitched.', 'ok so ive gone on fifa and now it says exiting prospect', 'Just saw him as a exciting prospect on my Juve career that I just started today. Seems like glitched players are a thing again!!', 'Agents from that transfer got more money than a team :D', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",0,0,0
Oleg Kudryk,21,185,71,Ukraine,Shakhtar Donetsk,63,73,450000,1000,Right,1,2,1,Lean,1000000.0,SUB,55,16/07/2015,2021,,,,,,,66.0,58.0,49.0,63.0,20.0,64.0,11,7,14,21,9,11,12,11,16,10,26,15,39,63,44,15,59,16,51,6,27,14,4,26,19,24,6,11,10,66,58,49,64,63, Ukrainian Premier League (1),1.0,0.0,3.0,['© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com'],90,0,1
Nuno Alberto Macedo Pereira,19,184,78,Portugal,Moreirense FC,63,72,425000,1000,Right,1,3,1,Normal,978000.0,RES,1,01/07/2017,2019,,,,,,,59.0,66.0,63.0,57.0,29.0,69.0,14,8,13,25,5,7,13,13,26,16,28,30,34,55,41,17,58,27,43,6,22,12,7,34,13,31,8,10,12,59,66,63,69,57, Portuguese Liga ZON SAGRES (1),0.0,0.0,3.0,"['3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",236,0,0
Luca Zinedine Zidane,20,183,77,France,Real Madrid,63,72,425000,10000,Right,1,3,1,Normal,956000.0,RES,30,01/07/2016,2019,,,,,,,65.0,63.0,61.0,61.0,32.0,62.0,12,8,12,22,6,10,14,11,15,14,33,32,36,54,49,15,63,38,50,5,16,14,5,45,19,36,13,11,13,65,63,61,62,61, Spain Primera Division (1),7.0,9.0,41.0,"['Imagine being a world class baller and then your son tells you he wants to be a goalkeeper...', ""Great work in first matches in Racing de Santander. Don't be haters..."", 'undeserved upgrades.', 'He is going to Racing Santander on loan. ', 'Racing officially relegated ', 'Yeah, I thought the same XD.', 'Hopefully he’s just there as backup ', 'Lmao imagine if he decided to play as an AM  and he played just like his father', 'Im shocked he doesnt have a 85+ overall just because hes a zidane. The stats are bang on currently hes been terrible.', 'insanity if he gets promoted to be a backup lmfao', '', '', '', 'reserve team game?', ""And that's not his only mistake. Maybe he'll be good, but he is far far far far away from being RM material. Needs to be loaned to a third division team, or maybe a second divsion team really looking for a keeper."", '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",90,0,0
Ilya Pomazun,21,190,84,Russia,PFC CSKA Moscow,63,71,400000,1000,Right,1,2,1,Normal,960000.0,SUB,1,01/01/2012,2019,,,,,,,62.0,64.0,68.0,66.0,38.0,60.0,17,14,18,27,15,12,12,16,18,24,40,37,30,56,37,18,56,30,44,15,20,20,10,29,19,29,16,18,21,62,64,68,60,66, Russian Premier League (1),0.0,1.0,8.0,"['3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",0,0,0
Tobias Schützenauer,21,180,70,Austria,SK Sturm Graz,63,71,400000,2000,Right,1,4,1,Lean,660000.0,SUB,32,01/07/2014,2021,,,,,,,63.0,60.0,65.0,63.0,37.0,64.0,21,20,22,25,11,11,20,10,24,23,33,41,32,55,41,31,64,24,44,17,19,16,11,33,23,34,14,22,18,63,60,65,64,63, Austrian Football Bundesliga (1),0.0,0.0,1.0,[],90,0,0
Babacar Niasse,21,195,65,Senegal,KAS Eupen,63,71,400000,1000,Right,1,3,1,Lean,660000.0,SUB,30,01/02/2015,2019,,,,,,,74.0,60.0,56.0,65.0,31.0,51.0,10,8,10,27,8,13,11,12,22,11,24,36,37,58,26,15,56,27,38,9,18,6,4,34,17,31,11,14,10,74,60,56,51,65, Belgian Jupiler Pro League (1),0.0,0.0,0.0,"['', '', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",0,0,0
Alexandre Olliero,22,193,85,France,FC Nantes,63,70,375000,3000,Right,1,2,1,Normal,788000.0,RES,16,01/07/2016,2023,,,,,,,66.0,62.0,59.0,66.0,46.0,59.0,15,17,20,22,20,13,15,18,23,28,47,45,39,53,41,17,59,23,76,17,19,17,12,16,27,48,10,19,16,66,62,59,59,66, French Ligue 1 (1),0.0,0.0,2.0,"['3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",90,0,0
Dejan Stojanović,24,196,89,FYR Macedonia,FC St. Gallen,63,69,375000,2000,Left,1,2,1,Normal,619000.0,GK,32,31/08/2016,2020,,,,,,,65.0,60.0,59.0,68.0,38.0,59.0,16,12,17,30,19,17,17,15,18,20,34,42,34,52,35,24,50,34,60,14,24,18,10,27,21,58,12,19,11,65,60,59,59,68, Swiss Super League (1),1.0,0.0,6.0,['© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com'],3006,0,7
Ohoulo  Framelin,21,185,82,Cameroon,CD Nacional,63,69,375000,1000,Right,1,2,1,Normal,863000.0,SUB,1,01/07/2016,2020,,,,,,,64.0,60.0,57.0,62.0,33.0,63.0,13,9,14,21,8,7,12,10,25,18,30,35,52,58,27,20,50,20,73,8,16,8,4,38,17,38,12,14,11,64,60,57,63,62, Portuguese Liga ZON SAGRES (1),0.0,0.0,0.0,[],90,0,0
Thomas Dähne,24,193,84,Germany,Wisła Płock,63,68,350000,1000,Right,1,4,1,Normal,499000.0,GK,30,01/02/2018,2020,,,,,,,65.0,59.0,54.0,67.0,58.0,61.0,14,14,17,29,16,12,20,15,24,25,57,58,36,59,41,20,54,38,72,20,27,20,17,16,26,50,10,16,13,65,59,54,61,67, Polish T-Mobile Ekstraklasa (1),0.0,0.0,2.0,"[""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",2645,0,3
Miguel Van Damme,24,182,80,Belgium,KSV Cercle Brugge,63,68,350000,2000,Right,1,2,1,Stocky,534000.0,SUB,16,01/07/2013,2019,,,,,,,63.0,61.0,60.0,66.0,49.0,59.0,16,16,15,32,13,20,17,21,19,27,49,49,37,63,58,26,51,38,57,19,25,25,11,18,26,25,11,21,12,63,61,60,59,66, Belgian Jupiler Pro League (1),0.0,0.0,1.0,['© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com'],0,0,0
Guilherme Mata Oliveira,23,189,81,Portugal,Os Belenenses,63,68,350000,1000,Right,1,2,1,Normal,744000.0,SUB,84,01/07/2018,2021,,,,,,,64.0,62.0,52.0,63.0,29.0,65.0,15,9,13,23,9,13,12,11,20,14,32,26,60,58,44,19,68,22,74,8,22,13,6,48,12,37,11,14,11,64,62,52,65,63, Portuguese Liga ZON SAGRES (1),0.0,0.0,0.0,[],66,0,0
Boy de Jong,24,182,81,Netherlands,RSC Anderlecht,63,67,350000,2000,Right,1,3,1,Normal,551000.0,SUB,30,24/08/2017,2019,,,,,,,62.0,58.0,63.0,65.0,53.0,60.0,17,18,12,27,11,19,13,20,32,22,55,51,43,65,53,33,78,37,60,12,38,20,12,50,20,32,10,15,13,62,58,63,60,65, Belgian Jupiler Pro League (1),2.0,0.0,9.0,"['Nice name boy. ', 'Buy de Jong. ', '77 Pot :D', 'nice name', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",0,0,0
Martin Sourzac,26,188,78,France,Nîmes Olympique,63,65,300000,3000,Right,1,2,1,Normal,623000.0,RES,16,30/01/2017,2019,,,,,,,63.0,62.0,57.0,66.0,55.0,60.0,18,12,16,33,14,26,12,12,23,29,55,55,55,58,58,30,68,30,65,14,17,18,16,24,24,56,11,11,16,63,62,57,60,66, French Ligue 1 (1),1.0,0.0,6.0,"['I have been knocked out and i choosed Monaco and i found this ', '', ""Yeah, it's even harder to explain when the picture is upside down, seems like he's 62 rated... but when I turned my computer upside down, he seems to be glitched."", 'ovr 92 with 32 y/o', 'if you start a career with monaco, is it possible that he will glitch?', 'Glitchhhhed', '77 in my CM - 2017', 'Rating 80 in May 2016', 'Rating 73 in May 2015', 'Glitched', '3. Who deleted/removed my comment?\nThe site manager, page mod and squad/shortlist creator could approve or delete/remove comments.', ""4. You could block a user from the user's profile, the user will not get notified when you block them.\nAfter you've blocked a user, they cannot:\n• Send you any notifications\n• See your posts"", '© 2009 - 2020 Powered by SoFIFA.com. FIFA series and all FIFA assets are property of EA Sports.\nTerms Privacy Contact us at team@sofifa.com']",0,0,0
